Name,OID__c,Status__c,SDID__c,SD_Name__c
category,O-001557,Active,SD-000512,Why not
Category,O-001558,Active,SD-000448,Statement
Category,O-001559,Active,SD-000134,Expressive
Category,O-001560,Active,SD-000376,Receptive
Category,O-001561,Active,SD-000171,Expressive reason
caught,O-001562,Active,SD-000299,Past
Cc,O-001563,Active,SD-000270,Matching different cases
c?,O-001564,Active,SD-000065,CV - VI
c?,O-001565,Active,SD-000065,CV - VI
Cereal-Milk,O-001566,Active,SD-000360,Receptive
Cereal-Milk,O-001567,Active,SD-000123,Expressive
ch,O-001568,Active,SD-000445,Sound paired w gesture
ch,O-001569,Active,SD-000424,Say (sound) th points
ch,O-001570,Active,SD-000387,Receptive
ch,O-001571,Active,SD-000145,Expressive
Chair,O-001572,Active,SD-000210,Identical
Chair,O-001573,Active,SD-000286,Non-Identical
Chair,O-001574,Active,SD-000211,Identical
Chair,O-001575,Active,SD-000287,Non-identical
Chair,O-001576,Active,SD-000212,Identical
Chair,O-001577,Active,SD-000288,Non-identical
Chair,O-001578,Active,SD-000135,Expressive
Chair,O-001579,Active,SD-000262,Matching
Chair,O-001580,Active,SD-000007,2D Receptive
Chair,O-001581,Active,SD-000011,3D Receptive
chair,O-001582,Active,SD-000266,Matching
chair,O-001583,Active,SD-000154,Expressive
Chair,O-001584,Active,SD-000363,Receptive
Chair,O-001585,Active,SD-000125,Expressive
Chair,O-001586,Active,SD-000239,Item
chair,O-001587,Active,SD-000392,Receptive
Chair,O-001588,Active,SD-000249,Location
Change clients choice,O-001589,Active,SD-000041,Change aspect of play
Change Th choice,O-001590,Active,SD-000041,Change aspect of play
Changing colours,O-001591,Active,SD-000219,Imitation
Changing colours,O-001592,Active,SD-000367,Receptive
Changing direction,O-001593,Active,SD-000204,Holding hands
Changing direction,O-001594,Active,SD-000291,Not holding hands
Charades,O-001595,Active,SD-000440,Social game
Charades,O-001596,Active,SD-000440,Social game
Chase me,O-001597,Active,SD-000054,Independent request
Chasey,O-001598,Active,SD-000440,Social game
Cheese,O-001600,Active,SD-000175,Expressive visual only
Cheese,O-001601,Active,SD-000135,Expressive
Cheetah vs. Sloth,O-001602,Active,SD-000276,Model
Chef,O-001603,Active,SD-000078,Exp. function
Chef,O-001604,Active,SD-000142,Expressive
Chef,O-001605,Active,SD-000414,Reverse exp. function
Chef,O-001606,Active,SD-000385,Receptive
Chef,O-001607,Active,SD-000094,Exposure
Chef/cooking,O-001608,Active,SD-000312,Play scenario
Chest,O-001609,Active,SD-000124,Expressive
Chest,O-001610,Active,SD-000362,Receptive
Chicken,O-001612,Active,SD-000170,Expressive Q/A
Chicken,O-001613,Active,SD-000170,Expressive Q/A
Chicken,O-001614,Active,SD-000403,Receptive Q/A
Chicken,O-001615,Active,SD-000160,Expressive (Animal says...)
Chicken,O-001616,Active,SD-000135,Expressive
Chicken,O-001617,Active,SD-000175,Expressive visual only
Chicken,O-001618,Active,SD-000326,Pretend to be
Chicken,O-001619,Active,SD-000007,2D Receptive
Child,O-001620,Active,SD-000345,Question
Child Identify,O-001621,Active,SD-000499,Visual and Verbal
Child leaves room,O-001622,Active,SD-000203,Hidden Item
Child observing,O-001623,Active,SD-000203,Hidden Item
Child's turn,O-001624,Active,SD-000046,Close ended task
Child's turn,O-001625,Active,SD-000292,Open ended task
Child's turn,O-001626,Active,SD-000046,Close ended task
Child's turn,O-001627,Active,SD-000321,Preferred item
Child's turn,O-001628,Active,SD-000245,Less preferred item
Child's Turn,O-001629,Active,SD-000481,Turn taking
childcare,O-001630,Active,SD-000152,Expressive
Childcare,O-001631,Active,SD-000117,Exposure
Children,O-001632,Active,SD-000388,Receptive
Chin,O-001633,Active,SD-000124,Expressive
Chin,O-001634,Active,SD-000362,Receptive
Chip,O-001635,Active,SD-000211,Identical
Chips,O-001636,Active,SD-000135,Expressive
chips,O-001637,Active,SD-000083,Exp. labels PLQ
chips,O-001638,Active,SD-000266,Matching
chips,O-001639,Active,SD-000154,Expressive
chips,O-001640,Active,SD-000392,Receptive
Chips,O-001641,Active,SD-000175,Expressive visual only
Chocolate,O-001642,Active,SD-000135,Expressive
chocolate,O-001643,Active,SD-000266,Matching
chocolate,O-001644,Active,SD-000154,Expressive
chocolate,O-001645,Active,SD-000392,Receptive
Chocolate,O-001646,Active,SD-000175,Expressive visual only
Chomp,O-001647,Active,SD-000222,Imitation
chop wooden food,O-001648,Active,SD-000021,Activity
Christmas,O-001649,Active,SD-000152,Expressive
Church,O-001650,Active,SD-000381,Receptive
Church,O-001651,Active,SD-000139,Expressive
c?,O-001652,Active,SD-000065,CV - VI
c?,O-001653,Active,SD-000065,CV - VI
Circle,O-001654,Active,SD-000180,From model
Circle,O-001655,Active,SD-000374,Receptive
Circle,O-001656,Active,SD-000149,Expressive
circle,O-001657,Active,SD-000266,Matching
circle,O-001658,Active,SD-000154,Expressive
Circle,O-001659,Active,SD-000220,Imitation
Circle,O-001660,Active,SD-000264,Matching
Circle,O-001661,Active,SD-000391,Receptive
circle,O-001662,Active,SD-000392,Receptive
Circle - multiple loops,O-001664,Active,SD-000220,Imitation
City,O-001665,Active,SD-000381,Receptive
City,O-001666,Active,SD-000168,Expressive Occupation Location
City,O-001667,Active,SD-000139,Expressive
City,O-001668,Active,SD-000400,Receptive Function
City,O-001669,Active,SD-000165,Expressive Function
City,O-001670,Active,SD-000117,Exposure
Clap,O-001671,Active,SD-000307,Imitation
Clap,O-001672,Active,SD-000352,Rec. Instr.
clap,O-001673,Active,SD-000182,Future
Clapped,O-001674,Active,SD-000088,Exp. past tense
clapped,O-001675,Active,SD-000299,Past
Clapping,O-001676,Active,SD-000359,Receptive
Clapping,O-001677,Active,SD-000122,Expressive
clapping,O-001678,Active,SD-000322,Present
Clean,O-001679,Active,SD-000214,Identical Receptive
Clean,O-001680,Active,SD-000290,Receptive (opposite) (item)
clean,O-001681,Active,SD-000182,Future
Clean,O-001682,Active,SD-000143,Expressive
Clean,O-001683,Active,SD-000086,Exp. non-visual
cleaned,O-001684,Active,SD-000299,Past
Cleaning,O-001685,Active,SD-000359,Receptive
Cleaning,O-001686,Active,SD-000122,Expressive
cleaning,O-001687,Active,SD-000322,Present
Client,O-001688,Active,SD-000263,Matching
Client,O-001689,Active,SD-000386,Receptive
Client,O-001690,Active,SD-000144,Expressive
Client,O-001691,Active,SD-000405,Receptive/expressive
Client across room,O-001692,Active,SD-000038,Call name
Client facing TA .5m,O-001693,Active,SD-000038,Call name
Client facing TA 1m,O-001694,Active,SD-000038,Call name
Client facing TA 2m,O-001695,Active,SD-000038,Call name
Client facing TH,O-001696,Active,SD-000038,Call name
client initiates play,O-001697,Active,SD-000313,Play situation
client joins play,O-001698,Active,SD-000313,Play situation
Client only,O-001699,Active,SD-000215,If/then
Client show and tell,O-001705,Active,SD-000253,Mat time
Client walking around,O-001706,Active,SD-000001,1 person
Clients name,O-001707,Active,SD-000479,Trace
Clients name,O-001708,Active,SD-000520,Write (no visual)
Clients name,O-001709,Active,SD-000521,Write (with visual)
climb,O-001710,Active,SD-000182,Future
climbed,O-001711,Active,SD-000299,Past
Climbing,O-001712,Active,SD-000359,Receptive
Climbing,O-001714,Active,SD-000323,Co-operative play with therapist
Climbing,O-001715,Active,SD-000148,Expressive
Climbing,O-001716,Active,SD-000122,Expressive
Climbing,O-001717,Active,SD-000431,Sequence
climbing,O-001718,Active,SD-000322,Present
Clock,O-001719,Active,SD-000272,missing component
Clock,O-001720,Active,SD-000007,2D Receptive
Close,O-001721,Active,SD-000054,Independent request
Close Bottle Top,O-001722,Active,SD-000021,Activity
Close lunch box,O-001723,Active,SD-000066,Daily living task
clothes,O-001724,Active,SD-000056,Communication opportunity
Clothing,O-001725,Active,SD-000033,Brainstorming
Clothing,O-001726,Active,SD-000159,Expressive - What is
Clothing,O-001727,Active,SD-000461,TH gives clues
Clothing,O-001728,Active,SD-000215,If/then
Clothing,O-001729,Active,SD-000255,Matching
Clothing,O-001730,Active,SD-000444,Sorting
Clothing,O-001731,Active,SD-000365,Receptive
Clothing,O-001732,Active,SD-000158,Expressive - Tell me
Clothing,O-001733,Active,SD-000157,Expressive - Intra-verbal
Cloud,O-001734,Active,SD-000374,Receptive
Cloud,O-001735,Active,SD-000220,Imitation
c?,O-001736,Active,SD-000065,CV - VI
c?,O-001737,Active,SD-000065,CV - VI
Coin box,O-001738,Active,SD-000021,Activity
Coin in piggy bank,O-001739,Active,SD-000311,Planned model with toy
Coin in piggy bank,O-001740,Active,SD-000308,Imitation
Cold,O-001741,Active,SD-000214,Identical Receptive
Cold,O-001742,Active,SD-000290,Receptive (opposite) (item)
Cold,O-001743,Active,SD-000164,Expressive feel
Cold,O-001744,Active,SD-000143,Expressive
Cold drinks,O-001749,Active,SD-000369,Receptive
Cold foods,O-001750,Active,SD-000034,Brainstorming
Cold foods,O-001751,Active,SD-000129,Expressive
Cold foods,O-001752,Active,SD-000369,Receptive
Coles,O-001753,Active,SD-000381,Receptive
Coles,O-001754,Active,SD-000139,Expressive
Coles,O-001755,Active,SD-000400,Receptive Function
Coles,O-001756,Active,SD-000165,Expressive Function
Collingwood Farm,O-001757,Active,SD-000381,Receptive
Collingwood Farm,O-001758,Active,SD-000139,Expressive
Color,O-001759,Active,SD-000171,Expressive reason
Colour,O-001760,Active,SD-000039,Category exclusion (expressive)
Colour,O-001761,Active,SD-000215,If/then
colour,O-001762,Active,SD-000150,Expressive
colour,O-001763,Active,SD-000512,Why not
Colour,O-001764,Active,SD-000134,Expressive
Colour,O-001765,Active,SD-000376,Receptive
Colour,O-001766,Active,SD-000339,Q/A
colour by number,O-001767,Active,SD-000519,Worksheet
colour item,O-001768,Active,SD-000448,Statement
Colouring,O-001769,Active,SD-000519,Worksheet
Colouring (1 shape),O-001770,Active,SD-000024,Activity
Colouring (2 shapes),O-001771,Active,SD-000024,Activity
Colours,O-001772,Active,SD-000033,Brainstorming
Colours,O-001773,Active,SD-000159,Expressive - What is
Colours,O-001774,Active,SD-000430,Sequence
Colours,O-001775,Active,SD-000255,Matching
Colours,O-001776,Active,SD-000444,Sorting
Colours,O-001777,Active,SD-000365,Receptive
Colours,O-001778,Active,SD-000158,Expressive - Tell me
Come,O-001781,Active,SD-000054,Independent request
come,O-001782,Active,SD-000056,Communication opportunity
Come,O-001783,Active,SD-000109,Exposure
Come,O-001785,Active,SD-000315,PLQ Mand
Come Here,O-001786,Active,SD-000236,Instructional gesture
Come Here,O-001787,Active,SD-000334,Q/A
Come Here,O-001788,Active,SD-000379,Receptive
Come play,O-001789,Active,SD-000054,Independent request
Component label,O-001791,Active,SD-000448,Statement
Computer,O-001792,Active,SD-000135,Expressive
computer,O-001793,Active,SD-000266,Matching
computer,O-001794,Active,SD-000154,Expressive
computer,O-001795,Active,SD-000392,Receptive
Computer,O-001796,Active,SD-000249,Location
Computer-Mouse,O-001797,Active,SD-000360,Receptive
Computer-Mouse,O-001798,Active,SD-000123,Expressive
Connect 4,O-001799,Active,SD-000183,Game
Connect 4,O-001800,Active,SD-000311,Planned model with toy
Connect megablocks in air,O-001801,Active,SD-000308,Imitation
Consonant-vowel (CV),O-001802,Active,SD-000455,Sustained sound
cook,O-001803,Active,SD-000182,Future
cooked,O-001804,Active,SD-000299,Past
Cooking,O-001805,Active,SD-000359,Receptive
Cooking,O-001806,Active,SD-000035,Brainstorming
Cooking,O-001807,Active,SD-000122,Expressive
Cooking,O-001808,Active,SD-000378,Receptive
Cooking,O-001809,Active,SD-000137,Expressive
cooking,O-001810,Active,SD-000322,Present
Cooking,O-001811,Active,SD-000216,Imaginary Play
Cooperative play,O-001812,Active,SD-000076,Engage in activity
Cord,O-001813,Active,SD-000371,Receptive
Cord,O-001814,Active,SD-000131,Expressive
Corn,O-001815,Active,SD-000175,Expressive visual only
Corn,O-001816,Active,SD-000135,Expressive
Couch,O-001817,Active,SD-000135,Expressive
Couch,O-001818,Active,SD-000262,Matching
couch,O-001819,Active,SD-000266,Matching
couch,O-001820,Active,SD-000154,Expressive
Couch,O-001821,Active,SD-000239,Item
couch,O-001822,Active,SD-000392,Receptive
Couch,O-001823,Active,SD-000249,Location
Couch,O-001824,Active,SD-000007,2D Receptive
Couch,O-001825,Active,SD-000210,Identical
count to 10,O-001826,Active,SD-000276,Model
couple,O-001827,Active,SD-000384,Receptive
Cousin 1,O-001828,Active,SD-000263,Matching
Cousin 1,O-001829,Active,SD-000386,Receptive
Cousin 1,O-001830,Active,SD-000144,Expressive
Cousin 2,O-001831,Active,SD-000263,Matching
Cousin 2,O-001832,Active,SD-000386,Receptive
Cousin 2,O-001833,Active,SD-000144,Expressive
Cousin 3,O-001834,Active,SD-000263,Matching
Cousin 3,O-001835,Active,SD-000386,Receptive
Cousin 3,O-001836,Active,SD-000144,Expressive
Cow,O-001837,Active,SD-000210,Identical
Cow,O-001838,Active,SD-000286,Non-Identical
Cow,O-001839,Active,SD-000211,Identical
Cow,O-001840,Active,SD-000287,Non-identical
Cow,O-001841,Active,SD-000212,Identical
Cow,O-001842,Active,SD-000288,Non-identical
Cow,O-001843,Active,SD-000170,Expressive Q/A
Cow,O-001844,Active,SD-000170,Expressive Q/A
Cow,O-001845,Active,SD-000135,Expressive
Cow,O-001846,Active,SD-000262,Matching
Cow,O-001847,Active,SD-000007,2D Receptive
Cow,O-001848,Active,SD-000011,3D Receptive
cow,O-001849,Active,SD-000226,In view
cow,O-001850,Active,SD-000294,Out of sight
cow,O-001851,Active,SD-000266,Matching
cow,O-001852,Active,SD-000154,Expressive
Cow,O-001853,Active,SD-000363,Receptive
Cow,O-001854,Active,SD-000125,Expressive
Cow,O-001855,Active,SD-000403,Receptive Q/A
Cow,O-001856,Active,SD-000160,Expressive (Animal says...)
Cow,O-001857,Active,SD-000238,Item
cow,O-001858,Active,SD-000392,Receptive
cow,O-001859,Active,SD-000393,Receptive
Cow,O-001860,Active,SD-000523,Written Word
Cow,O-001861,Active,SD-000175,Expressive visual only
cow shoes,O-001863,Active,SD-000151,Expressive
Crab,O-001864,Active,SD-000135,Expressive
Crawl,O-001867,Active,SD-000307,Imitation
Crawl,O-001868,Active,SD-000352,Rec. Instr.
crawl,O-001869,Active,SD-000182,Future
crawled,O-001872,Active,SD-000299,Past
Crawling,O-001873,Active,SD-000359,Receptive
Crawling,O-001874,Active,SD-000122,Expressive
crawling,O-001875,Active,SD-000322,Present
Crayon,O-001876,Active,SD-000135,Expressive
Crayon,O-001877,Active,SD-000210,Identical
cried,O-001878,Active,SD-000322,Present
cried,O-001879,Active,SD-000299,Past
Crocodile,O-001880,Active,SD-000170,Expressive Q/A
Crocodile,O-001881,Active,SD-000170,Expressive Q/A
Crocodile,O-001882,Active,SD-000403,Receptive Q/A
Crocodile,O-001883,Active,SD-000160,Expressive (Animal says...)
Crocodile,O-001884,Active,SD-000326,Pretend to be
Cross Arms,O-001885,Active,SD-000307,Imitation
Cross Arms,O-001886,Active,SD-000352,Rec. Instr.
Crossing midline various,O-001887,Active,SD-000307,Imitation
cry,O-001888,Active,SD-000182,Future
cry,O-001889,Active,SD-000514,Why/because
cry,O-001890,Active,SD-000511,Why don't/because
Crying,O-001891,Active,SD-000359,Receptive
Crying,O-001892,Active,SD-000122,Expressive
c?,O-001893,Active,SD-000065,CV - VI
c?,O-001894,Active,SD-000065,CV - VI
Cuddle Teddy,O-001895,Active,SD-000234,Instruction w contextual cue
Cuddle teddy,O-001896,Active,SD-000308,Imitation
Cup,O-001897,Active,SD-000210,Identical
Cup,O-001898,Active,SD-000286,Non-Identical
Cup,O-001899,Active,SD-000211,Identical
Cup,O-001900,Active,SD-000287,Non-identical
Cup,O-001901,Active,SD-000212,Identical
Cup,O-001902,Active,SD-000288,Non-identical
Cup,O-001903,Active,SD-000227,In Vivo
Cup,O-001904,Active,SD-000135,Expressive
Cup,O-001905,Active,SD-000262,Matching
Cup,O-001906,Active,SD-000007,2D Receptive
Cup,O-001907,Active,SD-000011,3D Receptive
cup,O-001908,Active,SD-000266,Matching
cup,O-001909,Active,SD-000154,Expressive
Cup,O-001910,Active,SD-000363,Receptive
Cup,O-001911,Active,SD-000125,Expressive
Cup,O-001912,Active,SD-000238,Item
cup,O-001913,Active,SD-000392,Receptive
Cup,O-001914,Active,SD-000523,Written Word
cupboard,O-001915,Active,SD-000266,Matching
cupboard,O-001916,Active,SD-000154,Expressive
cupboard,O-001917,Active,SD-000392,Receptive
Cupboard,O-001918,Active,SD-000007,2D Receptive
cushion,O-001919,Active,SD-000266,Matching
cushion,O-001920,Active,SD-000154,Expressive
cushion,O-001921,Active,SD-000392,Receptive
Cushion,O-001922,Active,SD-000227,In Vivo
Cushion,O-001923,Active,SD-000242,Item with visual
cut,O-001924,Active,SD-000182,Future
cut,O-001925,Active,SD-000299,Past
Cut,O-001926,Active,SD-000088,Exp. past tense
Cut circle,O-001927,Active,SD-000062,Cutting
Cut curved line,O-001928,Active,SD-000062,Cutting
Cut Food,O-001929,Active,SD-000356,Rec. play instr.
Cut on line,O-001930,Active,SD-000062,Cutting
Cut on Thick Line,O-001931,Active,SD-000062,Cutting
Cut on Thin Line,O-001932,Active,SD-000062,Cutting
Cut playdoh with knife,O-001933,Active,SD-000021,Activity
Cut Square,O-001934,Active,SD-000062,Cutting
Cut triangle,O-001935,Active,SD-000062,Cutting
Cutting,O-001936,Active,SD-000359,Receptive
Cutting,O-001937,Active,SD-000148,Expressive
Cutting,O-001938,Active,SD-000122,Expressive
Cutting,O-001939,Active,SD-000431,Sequence
cutting,O-001940,Active,SD-000322,Present
Cutting 1 snip (.5cm thick line),O-001941,Active,SD-000024,Activity
Cutting 1 snip (1cm thick line),O-001942,Active,SD-000024,Activity
Cutting 1 snip (2cm thick line),O-001943,Active,SD-000024,Activity
Cutting 1 snip (no line),O-001944,Active,SD-000024,Activity
Cutting apple,O-001945,Active,SD-000148,Expressive
Cutting apple,O-001946,Active,SD-000431,Sequence
CV Blend,O-001947,Active,SD-000145,Expressive
CVCV,O-001948,Active,SD-000455,Sustained sound
d,O-001949,Active,SD-000445,Sound paired w gesture
D,O-001950,Active,SD-000259,Matching
d,O-001951,Active,SD-000259,Matching
D,O-001952,Active,SD-000380,Receptive
d,O-001953,Active,SD-000380,Receptive
d,O-001954,Active,SD-000424,Say (sound) th points
d,O-001955,Active,SD-000387,Receptive
d,O-001956,Active,SD-000479,Trace
D,O-001957,Active,SD-000479,Trace
d,O-001958,Active,SD-000438,Single sound VI
d,O-001959,Active,SD-000520,Write (no visual)
D,O-001960,Active,SD-000520,Write (no visual)
D,O-001961,Active,SD-000138,Expressive
d,O-001962,Active,SD-000138,Expressive
d,O-001963,Active,SD-000145,Expressive
d,O-001964,Active,SD-000521,Write (with visual)
D,O-001965,Active,SD-000521,Write (with visual)
d words,O-001966,Active,SD-000518,Words - VI
d?,O-001967,Active,SD-000065,CV - VI
d?,O-001968,Active,SD-000065,CV - VI
Dad,O-001969,Active,SD-000263,Matching
Dad,O-001970,Active,SD-000386,Receptive
dad,O-001971,Active,SD-000266,Matching
dad,O-001972,Active,SD-000154,Expressive
Dad,O-001973,Active,SD-000301,Person
Dad,O-001974,Active,SD-000144,Expressive
dad,O-001975,Active,SD-000392,Receptive
Dad,O-001976,Active,SD-000249,Location
Dad's home,O-001978,Active,SD-000381,Receptive
Dad's home,O-001979,Active,SD-000139,Expressive
Dad's name,O-001980,Active,SD-000411,Reciprocal
